Date,Product,Price,Quantity,Region,City,Country,Discount,Payment_Method,Customer_Age,Customer_Gender
2022-08-17,Camera,3278.0,16.0,West,Pune,India,0.0,Cash,54.0,Female
2022-05-23,Printer,6464.0,9.0,East,Mumbai,Germany,5.0,Debit Card,41.0,Male
2022-08-03,Laptop,45996.0,42.0,South,Bangalore,France,5.0,Debit Card,64.0,Female
2022-07-12,Laptop,56854.0,39.0,South,Hyderabad,Germany,5.0,Debit Card,33.0,Male
2022-02-02,Headphones,44136.0,2.0,North,Jaipur,,10.0,Net Banking,52.0,Male
2022-08-27,Laptop,98332.0,43.0,East,Ahmedabad,,10.0,Net Banking,31.0,Male
2022-03-18,Mouse,36029.0,39.0,East,Ahmedabad,,20.0,Debit Card,62.0,Female
2022-03-25,Keyboard,83621.0,20.0,West,Pune,Canada,0.0,UPI,32.0,Female
2022-11-09,Phone,39976.0,,South,Bangalore,France,0.0,Credit Card,30.0,Other
2022-01-12,Headphones,73790.0,14.0,West,Chennai,Canada,10.0,Net Banking,36.0,Male
2022-04-29,Smartwatch,20759.0,6.0,South,Chennai,USA,10.0,Credit Card,34.0,Other
2022-06-13,Laptop,40845.0,46.0,South,Delhi,UK,20.0,Debit Card,22.0,Other
2022-09-18,Phone,9145.0,16.0,East,Hyderabad,India,,Credit Card,31.0,Female
2022-06-04,Printer,54305.0,36.0,North,,UK,20.0,Cash,34.0,Other
2022-02-03,Keyboard,82314.0,12.0,West,Pune,USA,10.0,,21.0,Other
2022-06-22,Tablet,3189.0,48.0,South,Kolkata,India,5.0,Debit Card,30.0,Other
2022-02-18,Printer,34865.0,1.0,North,Chennai,France,,Cash,42.0,Other
2022-06-20,Laptop,33996.0,17.0,South,Hyderabad,USA,,Cash,67.0,Female
2022-11-17,Headphones,92688.0,6.0,North,Mumbai,USA,10.0,Net Banking,40.0,Male
2022-08-03,Keyboard,99672.0,44.0,South,Hyderabad,India,10.0,Net Banking,55.0,Other
2022-07-05,Headphones,20324.0,2.0,North,Ahmedabad,Germany,5.0,Cash,60.0,Female
2022-08-20,Camera,25263.0,23.0,West,Bangalore,Germany,5.0,Net Banking,45.0,Female
2022-06-07,Printer,166.0,24.0,North,Kolkata,Germany,15.0,Net Banking,56.0,
2022-01-29,Keyboard,6321.0,3.0,North,Lucknow,France,10.0,UPI,54.0,Other
2022-05-26,Monitor,81945.0,5.0,West,Hyderabad,Canada,10.0,Cash,30.0,Male
,,56927.0,42.0,North,Jaipur,USA,15.0,Credit Card,26.0,Male
2022-04-14,Phone,2981.0,10.0,North,Chennai,,,UPI,67.0,Male
2022-01-02,Camera,39852.0,23.0,East,Jaipur,UK,20.0,Credit Card,,Female
,Phone,54560.0,26.0,West,Bangalore,USA,0.0,Credit Card,56.0,Other
2022-12-11,Printer,86544.0,44.0,East,Mumbai,,5.0,Cash,61.0,Female
,Tablet,38517.0,25.0,North,Pune,India,20.0,UPI,30.0,Other
2022-06-19,Smartwatch,69543.0,20.0,North,Chennai,India,10.0,Debit Card,51.0,Male
2022-07-27,Camera,30092.0,,North,Chennai,France,20.0,Net Banking,24.0,Male
2022-11-14,Phone,43019.0,23.0,East,Lucknow,UK,20.0,Debit Card,40.0,Male
,Phone,94022.0,5.0,West,Pune,Canada,0.0,Debit Card,19.0,Female
2022-12-07,Keyboard,,8.0,South,Bangalore,Germany,10.0,Net Banking,55.0,Female
2022-05-31,Camera,12848.0,9.0,East,Jaipur,France,15.0,Net Banking,48.0,Male
2022-05-25,Tablet,40975.0,43.0,East,Delhi,India,0.0,Net Banking,31.0,Female
2022-01-02,Camera,39631.0,34.0,West,Lucknow,France,5.0,Cash,,Male
,Phone,50817.0,8.0,East,Pune,India,15.0,Debit Card,30.0,Other
2022-05-11,Smartwatch,,44.0,East,Delhi,Canada,10.0,UPI,55.0,Male
2022-12-03,Smartwatch,65525.0,2.0,South,Bangalore,Germany,15.0,Cash,35.0,Other
2022-02-20,Mouse,50310.0,39.0,North,Ahmedabad,France,20.0,Cash,27.0,Female
2022-09-06,Headphones,54244.0,27.0,West,Mumbai,India,10.0,UPI,35.0,
2022-12-31,Keyboard,71658.0,34.0,North,Pune,USA,,Net Banking,,Male
2022-03-26,Printer,39485.0,49.0,North,Ahmedabad,Germany,20.0,Net Banking,25.0,Other
2022-10-04,Keyboard,85803.0,36.0,East,Ahmedabad,UK,10.0,Cash,47.0,Other
2022-02-03,Keyboard,11718.0,,West,Hyderabad,UK,5.0,Debit Card,59.0,Female
2022-05-31,Smartwatch,19873.0,3.0,West,Mumbai,,20.0,Net Banking,60.0,Other
2022-12-15,Camera,86800.0,48.0,West,Kolkata,India,10.0,UPI,22.0,Other
2022-01-21,,17068.0,34.0,West,Mumbai,UK,5.0,Net Banking,23.0,Male
2022-02-18,Camera,3417.0,35.0,West,Delhi,Canada,15.0,Credit Card,34.0,Other
2022-03-10,Laptop,69906.0,21.0,South,Delhi,Canada,0.0,Credit Card,33.0,Male
2022-05-22,Printer,83929.0,25.0,East,Pune,India,5.0,Credit Card,28.0,Other
2022-12-10,Laptop,85219.0,8.0,East,Mumbai,,5.0,UPI,33.0,Female
2022-10-04,Tablet,94758.0,45.0,North,Bangalore,USA,5.0,Debit Card,29.0,Male
2022-11-08,Headphones,90979.0,9.0,East,Pune,Canada,5.0,Debit Card,61.0,
2022-07-24,Printer,36032.0,26.0,South,Jaipur,USA,15.0,Net Banking,28.0,Male
2022-05-26,Tablet,,33.0,East,Lucknow,India,10.0,Credit Card,34.0,Female
2022-04-06,,77081.0,48.0,North,Lucknow,Canada,0.0,Net Banking,19.0,
2022-10-30,Phone,91421.0,,East,Kolkata,Germany,20.0,Net Banking,66.0,Other
2022-05-27,Monitor,1709.0,3.0,North,Chennai,USA,20.0,Cash,58.0,Other
2022-02-11,Laptop,82391.0,4.0,North,Jaipur,,5.0,Debit Card,68.0,Female
2022-09-17,Camera,47474.0,8.0,West,Ahmedabad,France,20.0,,22.0,Male
2022-11-07,Monitor,4237.0,41.0,East,Kolkata,India,0.0,Net Banking,57.0,Other
2022-06-16,Smartwatch,34854.0,32.0,South,Pune,USA,5.0,UPI,22.0,Male
2022-10-21,Smartwatch,80920.0,,East,Jaipur,UK,10.0,Debit Card,33.0,Female
2022-07-03,Phone,61916.0,45.0,North,Delhi,UK,0.0,Debit Card,32.0,Male
2022-05-16,Printer,65433.0,46.0,South,Ahmedabad,Canada,5.0,Cash,66.0,Other
2022-08-13,Phone,68719.0,42.0,East,Ahmedabad,Germany,0.0,Debit Card,33.0,Male
2022-06-07,Keyboard,48453.0,17.0,East,Delhi,France,15.0,Net Banking,33.0,Male
2022-12-20,Mouse,57333.0,44.0,South,Hyderabad,USA,15.0,Credit Card,22.0,Male
2022-10-14,Smartwatch,65320.0,33.0,South,Chennai,USA,5.0,Cash,36.0,Other
2022-09-25,,11450.0,10.0,North,Jaipur,USA,15.0,Credit Card,55.0,Female
2022-11-24,Phone,52449.0,20.0,North,Pune,Germany,20.0,Credit Card,25.0,Female
2022-07-04,,65781.0,37.0,East,Mumbai,UK,10.0,Cash,36.0,Female
2022-09-09,Laptop,84217.0,4.0,East,Hyderabad,India,0.0,Credit Card,,Male
2022-04-14,Monitor,86164.0,8.0,,Hyderabad,Canada,10.0,Cash,25.0,Other
2022-04-28,Laptop,83391.0,11.0,North,Lucknow,UK,0.0,UPI,67.0,Female
2022-08-10,Headphones,18379.0,7.0,West,Lucknow,India,20.0,UPI,,Male
2022-11-07,Camera,96722.0,49.0,East,Ahmedabad,India,0.0,Credit Card,46.0,Other
2022-10-13,Laptop,,3.0,South,Pune,Germany,0.0,Cash,65.0,Female
2022-12-27,Tablet,47391.0,3.0,West,Chennai,Germany,10.0,Cash,69.0,Female
2022-02-10,Mouse,85778.0,37.0,North,Mumbai,India,0.0,Debit Card,44.0,Other
2022-12-29,Phone,48228.0,6.0,East,Chennai,Germany,5.0,Credit Card,27.0,Other
2022-08-08,Laptop,83986.0,23.0,North,Mumbai,France,5.0,Net Banking,23.0,Other
2022-11-07,Camera,10168.0,45.0,,,USA,20.0,UPI,51.0,Male
2022-12-22,,3325.0,36.0,North,Ahmedabad,Canada,0.0,Debit Card,49.0,Other
2022-06-13,Printer,20216.0,24.0,West,Chennai,UK,10.0,Net Banking,56.0,Other
2022-09-20,Mouse,993.0,28.0,East,Mumbai,,20.0,UPI,,Other
2022-08-17,Printer,19980.0,49.0,West,Hyderabad,India,20.0,Credit Card,52.0,Male
2022-03-20,Phone,96276.0,27.0,South,Ahmedabad,France,5.0,Net Banking,64.0,Female
2022-04-06,Printer,,37.0,East,Chennai,Germany,5.0,UPI,42.0,Other
2022-02-11,,3062.0,28.0,North,Ahmedabad,France,15.0,UPI,45.0,Male
2022-07-29,Smartwatch,4667.0,15.0,North,Chennai,UK,20.0,Net Banking,61.0,Other
2022-12-27,Headphones,6108.0,32.0,West,Hyderabad,Germany,20.0,UPI,35.0,Male
2022-07-07,Monitor,35308.0,20.0,North,Ahmedabad,USA,20.0,Credit Card,52.0,Female
2022-11-11,Laptop,76398.0,26.0,North,Mumbai,USA,10.0,Net Banking,26.0,Other
2022-10-22,Monitor,96071.0,49.0,West,Kolkata,Canada,20.0,Credit Card,37.0,Male
2022-05-11,Monitor,16474.0,21.0,North,Jaipur,UK,5.0,Cash,43.0,Female
2022-07-03,,7470.0,2.0,East,Chennai,USA,15.0,Debit Card,24.0,Female
2022-01-01,Tablet,58351.0,43.0,East,Bangalore,USA,0.0,Cash,38.0,Male
2022-04-24,Keyboard,17032.0,11.0,East,Jaipur,India,20.0,UPI,53.0,Other
2022-05-30,Smartwatch,18746.0,46.0,South,Hyderabad,India,20.0,Net Banking,55.0,Other
2022-04-21,,83697.0,14.0,North,,India,5.0,Net Banking,28.0,Male
2022-11-07,,74810.0,48.0,South,Bangalore,India,0.0,Debit Card,55.0,Other
,Camera,79954.0,15.0,South,Pune,UK,10.0,Net Banking,34.0,Female
2022-06-21,Smartwatch,86690.0,21.0,West,Mumbai,France,15.0,Debit Card,22.0,Female
2022-07-15,Monitor,46786.0,3.0,North,Jaipur,India,20.0,,59.0,
2022-06-03,Monitor,95207.0,21.0,South,Jaipur,UK,0.0,Cash,69.0,Other
2022-10-30,Phone,28232.0,11.0,East,Mumbai,Canada,10.0,Cash,34.0,Female
2022-11-25,Laptop,35625.0,25.0,North,Pune,Germany,15.0,Credit Card,32.0,Female
2022-08-04,,,49.0,,Chennai,India,0.0,Credit Card,25.0,Female
2022-11-29,Smartwatch,61482.0,8.0,West,Jaipur,,5.0,UPI,66.0,Other
2022-05-04,Mouse,36260.0,,South,Ahmedabad,France,5.0,Credit Card,59.0,Other
2022-09-08,Headphones,87560.0,22.0,East,Jaipur,USA,10.0,UPI,69.0,Other
2022-11-23,Laptop,4178.0,35.0,South,Kolkata,UK,10.0,Credit Card,53.0,Male
2022-05-18,Smartwatch,71566.0,37.0,North,Lucknow,India,5.0,,36.0,Other
2022-04-12,Headphones,754.0,16.0,South,Hyderabad,India,20.0,Debit Card,22.0,
2022-12-14,Smartwatch,70523.0,27.0,East,Ahmedabad,Canada,5.0,Cash,49.0,Female
2022-05-13,Monitor,67889.0,37.0,South,Hyderabad,USA,0.0,Net Banking,39.0,Male
2022-07-01,Keyboard,47094.0,,South,Hyderabad,Germany,0.0,Cash,58.0,Male
2022-10-31,Mouse,96467.0,1.0,East,Chennai,Germany,5.0,Debit Card,61.0,Other
2022-05-10,Phone,91329.0,19.0,North,Mumbai,USA,5.0,Cash,43.0,Female
2022-09-09,Printer,96061.0,31.0,South,Ahmedabad,UK,20.0,Credit Card,60.0,Other
2022-06-20,Printer,5722.0,9.0,East,Bangalore,India,0.0,Cash,59.0,Female
2022-12-16,Phone,38320.0,32.0,West,Ahmedabad,Canada,0.0,Credit Card,42.0,Male
2022-02-07,Monitor,85482.0,14.0,East,Hyderabad,India,15.0,Cash,22.0,Male
2022-07-21,,42724.0,9.0,North,Bangalore,France,20.0,Credit Card,39.0,Male
2022-09-05,Printer,15132.0,3.0,North,Jaipur,Germany,10.0,Net Banking,31.0,Other
2022-02-08,Camera,45139.0,24.0,West,Mumbai,Canada,15.0,Credit Card,50.0,Other
2022-09-18,Monitor,99419.0,36.0,East,Mumbai,Canada,5.0,Debit Card,49.0,Male
2022-07-16,Smartwatch,73469.0,42.0,West,Ahmedabad,India,10.0,Net Banking,23.0,Other
2022-02-18,Headphones,71201.0,18.0,North,Bangalore,Germany,,Cash,28.0,Other
2022-10-15,Mouse,98978.0,12.0,North,Kolkata,UK,15.0,,51.0,Other
2022-09-04,Smartwatch,30078.0,41.0,North,Delhi,USA,0.0,Debit Card,39.0,Other
2022-11-22,Smartwatch,23265.0,48.0,North,Pune,USA,5.0,Net Banking,23.0,Female
2022-05-01,Smartwatch,83700.0,42.0,East,Lucknow,,5.0,Debit Card,,Other
,Mouse,97900.0,7.0,West,Bangalore,France,15.0,Credit Card,60.0,Other
2022-10-27,Tablet,57989.0,17.0,East,Pune,UK,10.0,Net Banking,,Other
2022-02-24,Laptop,27877.0,28.0,South,,France,10.0,Debit Card,50.0,Male
2022-11-17,Printer,35394.0,44.0,,Chennai,,20.0,Credit Card,46.0,Other
2022-12-06,Camera,91519.0,45.0,North,Kolkata,UK,0.0,Credit Card,55.0,Other
2022-05-08,Monitor,,27.0,North,Hyderabad,UK,0.0,UPI,21.0,Female
,Mouse,51758.0,14.0,North,Mumbai,Germany,20.0,Credit Card,60.0,
2022-10-18,Mouse,33232.0,47.0,North,Chennai,France,10.0,Cash,42.0,Male
2022-07-11,Monitor,,23.0,West,Mumbai,France,5.0,Credit Card,21.0,Female
2022-08-03,Phone,62057.0,39.0,East,Ahmedabad,USA,15.0,Debit Card,66.0,Male
2022-02-07,Phone,6872.0,22.0,East,Jaipur,Canada,5.0,Debit Card,32.0,Female
2022-06-06,Keyboard,60093.0,40.0,South,Chennai,USA,10.0,UPI,37.0,Female
2022-07-31,Tablet,30871.0,16.0,South,,Canada,15.0,Cash,41.0,Female
2022-07-14,Headphones,24916.0,8.0,West,Kolkata,USA,0.0,Debit Card,36.0,Male
2022-10-12,Keyboard,66827.0,32.0,East,Pune,India,15.0,,53.0,Female
2022-10-17,Mouse,26431.0,,South,Pune,Canada,15.0,Net Banking,,Other
2022-08-02,Monitor,9444.0,21.0,South,Hyderabad,India,20.0,Debit Card,44.0,Other
2022-04-08,Smartwatch,88757.0,6.0,East,Mumbai,Canada,15.0,UPI,41.0,Female
2022-11-10,Printer,41447.0,12.0,South,Hyderabad,UK,10.0,UPI,66.0,Other
2022-07-12,Smartwatch,59938.0,37.0,North,Kolkata,Canada,5.0,Credit Card,45.0,Male
2022-10-18,Camera,5696.0,21.0,East,Pune,Canada,5.0,UPI,49.0,Female
2022-04-30,Mouse,6882.0,,East,Jaipur,UK,20.0,Credit Card,49.0,Other
,Tablet,95732.0,7.0,South,Lucknow,France,0.0,Credit Card,29.0,Male
2022-09-16,Phone,83236.0,29.0,South,Pune,UK,0.0,Net Banking,58.0,Male
2022-02-03,Camera,,35.0,South,Delhi,Canada,10.0,Net Banking,61.0,Male
,Camera,1173.0,36.0,West,Kolkata,France,5.0,Cash,22.0,Other
2022-08-27,Phone,91661.0,21.0,East,Bangalore,India,,Credit Card,53.0,Male
2022-10-29,Printer,54010.0,34.0,West,Bangalore,Canada,10.0,Credit Card,23.0,Female
2022-06-27,Headphones,34778.0,32.0,South,Delhi,UK,10.0,Debit Card,27.0,Other
2022-02-09,Smartwatch,82921.0,44.0,West,Mumbai,UK,15.0,Credit Card,24.0,Other
2022-03-14,Keyboard,29524.0,,East,Pune,India,15.0,Net Banking,52.0,Female
2022-07-18,Headphones,42010.0,49.0,,,Canada,0.0,UPI,50.0,Other
2022-08-26,Camera,,16.0,South,Hyderabad,UK,,Cash,19.0,Other
2022-09-10,Printer,13310.0,2.0,South,Ahmedabad,India,15.0,Debit Card,48.0,Other
2022-07-25,Tablet,29731.0,10.0,North,Ahmedabad,USA,15.0,Credit Card,55.0,Other
2022-10-12,Laptop,60530.0,20.0,West,Bangalore,Canada,20.0,,52.0,
2022-08-27,Phone,17753.0,39.0,East,Lucknow,USA,10.0,UPI,58.0,Male
2022-08-03,Printer,91419.0,18.0,West,,UK,0.0,UPI,35.0,Female
2022-11-06,Printer,18657.0,38.0,North,Hyderabad,France,5.0,Credit Card,49.0,Other
2022-10-19,Mouse,39232.0,11.0,East,Jaipur,UK,20.0,Cash,19.0,Other
2022-09-04,Phone,6570.0,13.0,North,Pune,India,0.0,,34.0,Other
2022-12-13,Smartwatch,14490.0,13.0,West,Kolkata,UK,10.0,Net Banking,33.0,Female
2022-11-26,Smartwatch,3829.0,8.0,West,Bangalore,India,10.0,Net Banking,21.0,Female
2022-02-21,Mouse,40963.0,26.0,West,Bangalore,Germany,10.0,UPI,66.0,Male
2022-12-01,Mouse,40377.0,29.0,West,Chennai,France,20.0,Credit Card,24.0,
2022-05-25,Smartwatch,96552.0,1.0,North,Ahmedabad,USA,15.0,Net Banking,56.0,Female
2022-08-16,,49094.0,37.0,North,Mumbai,UK,0.0,Credit Card,57.0,Other
2022-08-12,Monitor,41347.0,41.0,North,Jaipur,Germany,20.0,Debit Card,25.0,Other
2022-10-15,Phone,12305.0,14.0,East,Kolkata,,0.0,,49.0,Male
2022-09-03,Mouse,64992.0,16.0,North,Hyderabad,Canada,10.0,Cash,18.0,Other
2022-07-12,Monitor,11795.0,17.0,West,Jaipur,UK,,UPI,40.0,Male
2022-10-01,Camera,33786.0,32.0,West,Kolkata,India,15.0,Credit Card,27.0,Female
2022-10-20,Printer,10445.0,44.0,West,Bangalore,France,20.0,Net Banking,38.0,Other
2022-02-15,Phone,253.0,1.0,,Lucknow,Germany,0.0,Cash,39.0,Other
2022-04-27,Tablet,31651.0,11.0,East,Kolkata,Canada,5.0,Net Banking,39.0,Other
2022-06-19,Printer,59322.0,24.0,East,Ahmedabad,Canada,,Net Banking,26.0,Female
2022-06-27,Camera,76308.0,45.0,South,Jaipur,USA,15.0,Cash,28.0,Male
2022-02-03,Smartwatch,91856.0,30.0,South,Bangalore,India,20.0,Cash,56.0,Female
2022-04-05,Tablet,36583.0,10.0,West,Pune,Germany,0.0,Cash,44.0,Female
2022-05-06,Headphones,,12.0,West,Lucknow,Germany,10.0,Credit Card,25.0,Female
2022-01-14,Printer,27943.0,2.0,South,Jaipur,Germany,5.0,Net Banking,60.0,Other
2022-03-06,Phone,57824.0,43.0,North,Bangalore,France,20.0,Credit Card,65.0,Male
2022-05-08,Printer,55126.0,5.0,East,Bangalore,France,10.0,,43.0,Other
2022-03-13,Camera,38862.0,25.0,East,Kolkata,France,20.0,Cash,20.0,Other
2022-01-15,Tablet,17487.0,10.0,,Chennai,UK,20.0,Debit Card,58.0,Other
2022-07-26,Printer,39068.0,26.0,West,Pune,UK,10.0,Net Banking,64.0,Other
2022-08-24,Phone,10477.0,44.0,West,,USA,15.0,Debit Card,44.0,
2022-06-22,Mouse,52764.0,2.0,East,Chennai,France,5.0,UPI,29.0,Other
,Laptop,,7.0,West,Pune,USA,5.0,UPI,27.0,Male
2022-08-19,Printer,23431.0,,East,Lucknow,Canada,15.0,Debit Card,36.0,Male
2022-09-18,Keyboard,61404.0,22.0,North,Ahmedabad,Canada,5.0,Credit Card,67.0,Female
2022-04-30,Monitor,95127.0,16.0,East,Mumbai,USA,20.0,Cash,65.0,Male
2022-03-06,Mouse,69445.0,,East,Pune,Germany,20.0,Net Banking,24.0,Male
2022-03-02,Printer,81563.0,15.0,East,Lucknow,,0.0,UPI,58.0,Female
2022-02-15,,65779.0,20.0,West,Hyderabad,Canada,0.0,UPI,24.0,Female
2022-08-09,Smartwatch,50351.0,25.0,West,Lucknow,Canada,15.0,UPI,19.0,Male
2022-04-07,Tablet,4858.0,25.0,North,,UK,10.0,Net Banking,,
2022-07-11,Headphones,75418.0,20.0,North,Delhi,,10.0,Cash,50.0,Male
,Keyboard,60382.0,41.0,East,Hyderabad,USA,10.0,Credit Card,31.0,
2022-03-28,Headphones,44166.0,29.0,North,Jaipur,Germany,,Credit Card,60.0,Other
2022-08-31,Camera,67698.0,32.0,North,Delhi,USA,20.0,Net Banking,47.0,Male
2022-05-12,Mouse,24748.0,29.0,West,Chennai,Germany,0.0,Net Banking,45.0,Male
2022-04-21,Camera,91817.0,8.0,South,Hyderabad,India,0.0,Net Banking,66.0,Male
2022-01-15,Phone,5683.0,29.0,South,Chennai,USA,10.0,Cash,32.0,Female
2022-01-01,Tablet,21750.0,16.0,West,Pune,USA,10.0,Net Banking,51.0,Other
2022-02-03,Phone,80946.0,22.0,West,Hyderabad,France,5.0,Net Banking,53.0,Other
2022-05-11,Smartwatch,78115.0,36.0,West,Chennai,USA,15.0,Net Banking,30.0,Other
2022-05-25,Monitor,33140.0,17.0,West,Lucknow,India,20.0,Net Banking,63.0,Other
2022-11-16,Headphones,77627.0,39.0,West,Jaipur,USA,0.0,Net Banking,35.0,Female
2022-10-16,Headphones,48014.0,18.0,East,Ahmedabad,UK,15.0,Credit Card,19.0,Female
2022-06-23,Camera,28512.0,27.0,West,Jaipur,USA,10.0,Credit Card,50.0,Female
2022-04-10,Mouse,8735.0,1.0,West,Pune,France,20.0,Cash,41.0,Female
2022-05-28,Laptop,27486.0,11.0,South,Mumbai,India,20.0,Debit Card,54.0,
2022-12-07,Laptop,3109.0,36.0,North,Bangalore,USA,20.0,UPI,22.0,Other
2022-01-31,Tablet,3214.0,18.0,South,Bangalore,India,10.0,Credit Card,66.0,Male
2022-12-21,Headphones,76316.0,44.0,South,Mumbai,Canada,20.0,Credit Card,26.0,Other
,Keyboard,55601.0,1.0,East,Lucknow,Canada,0.0,Net Banking,48.0,Male
,Headphones,39761.0,40.0,West,Lucknow,UK,0.0,Credit Card,60.0,Other
2022-07-07,Monitor,1399.0,27.0,West,Chennai,India,10.0,UPI,,Male
2022-03-13,Keyboard,,4.0,West,Jaipur,France,10.0,UPI,55.0,Male
2022-12-18,Mouse,32527.0,33.0,South,Mumbai,UK,0.0,UPI,34.0,Female
2022-06-08,Headphones,96970.0,19.0,North,,Germany,20.0,Cash,49.0,Female
2022-03-17,Headphones,10870.0,7.0,East,Ahmedabad,Canada,10.0,Net Banking,,Male
2022-10-01,Tablet,24100.0,45.0,South,Ahmedabad,France,10.0,Debit Card,29.0,Other
2022-03-01,Keyboard,32463.0,9.0,West,Pune,France,,Debit Card,28.0,Male
2022-01-16,Camera,77339.0,40.0,,Lucknow,France,0.0,UPI,56.0,
2022-07-08,Monitor,39090.0,18.0,West,Delhi,,15.0,Cash,26.0,Female
2022-08-05,Keyboard,28935.0,36.0,West,Lucknow,France,15.0,UPI,69.0,Female
2022-05-09,Keyboard,51387.0,26.0,South,,India,5.0,Debit Card,66.0,Male
2022-12-26,Laptop,35997.0,31.0,West,Jaipur,UK,5.0,Debit Card,19.0,Other
2022-05-08,,84618.0,14.0,North,Chennai,Germany,10.0,Net Banking,,Other
2022-12-26,Keyboard,14230.0,36.0,North,Lucknow,France,0.0,Cash,29.0,Male
2022-08-15,Printer,82363.0,31.0,,Lucknow,Germany,20.0,Debit Card,46.0,Female
2022-03-16,Smartwatch,75342.0,24.0,North,Lucknow,Germany,20.0,Net Banking,21.0,Male
2022-05-10,Keyboard,87575.0,28.0,North,Bangalore,USA,5.0,Net Banking,22.0,Female
2022-06-18,Camera,25379.0,10.0,South,Kolkata,USA,5.0,Debit Card,25.0,Male
2022-08-01,Camera,34317.0,19.0,North,Lucknow,Canada,0.0,Debit Card,59.0,
2022-01-02,Printer,96970.0,9.0,West,Bangalore,USA,5.0,Debit Card,67.0,Male
2022-10-13,Monitor,21142.0,48.0,East,Ahmedabad,Germany,0.0,Credit Card,60.0,Female
2022-09-29,Laptop,65284.0,21.0,West,Delhi,USA,20.0,Net Banking,67.0,Male
2022-08-12,Monitor,36505.0,33.0,West,Pune,UK,0.0,UPI,67.0,Other
2022-09-16,Camera,,15.0,East,Pune,USA,20.0,UPI,54.0,Female
2022-08-05,,73680.0,15.0,,,France,20.0,Cash,26.0,Male
2022-12-06,Laptop,39505.0,43.0,South,Delhi,Germany,5.0,UPI,19.0,Other
2022-01-12,Laptop,90469.0,3.0,South,,UK,20.0,Net Banking,28.0,Other
2022-09-22,Tablet,34882.0,49.0,South,Lucknow,India,15.0,Credit Card,23.0,
2022-05-29,Monitor,73943.0,35.0,North,Bangalore,Germany,20.0,Net Banking,64.0,Other
2022-06-30,Mouse,85811.0,47.0,North,Kolkata,France,0.0,Debit Card,58.0,Other
2022-05-18,Laptop,42050.0,14.0,West,Bangalore,UK,0.0,Net Banking,45.0,Female
2022-02-18,Mouse,7447.0,38.0,West,Ahmedabad,Canada,20.0,Net Banking,,Male
2022-03-19,Printer,55471.0,27.0,East,Delhi,Canada,0.0,Net Banking,51.0,Male
2022-09-01,Laptop,81541.0,8.0,South,Bangalore,France,10.0,Credit Card,30.0,Female
,Laptop,51688.0,39.0,South,Jaipur,India,10.0,Cash,27.0,Other
2022-12-10,Keyboard,13615.0,14.0,North,Bangalore,Germany,15.0,Cash,47.0,Other
2022-09-14,Laptop,67784.0,6.0,West,Bangalore,India,20.0,Credit Card,,Male
2022-09-18,Smartwatch,82833.0,18.0,South,Kolkata,Germany,5.0,Debit Card,60.0,Female
2022-03-01,Headphones,,,North,Bangalore,Canada,,Cash,,Male
2022-10-09,Keyboard,7897.0,45.0,South,Hyderabad,India,10.0,Credit Card,55.0,Male
2022-08-27,Monitor,,31.0,East,Lucknow,Germany,10.0,UPI,43.0,Female
2022-05-09,Camera,49323.0,4.0,West,Pune,UK,10.0,Credit Card,57.0,Other
2022-06-06,Smartwatch,,14.0,North,Mumbai,India,0.0,Debit Card,56.0,Other
2022-05-26,Monitor,80830.0,11.0,South,,India,10.0,UPI,43.0,Other
2022-02-13,Printer,39554.0,39.0,North,Ahmedabad,Canada,15.0,Credit Card,50.0,
2022-03-31,Headphones,27336.0,20.0,North,Bangalore,France,20.0,Cash,33.0,Female
2022-06-26,Monitor,8087.0,46.0,North,Chennai,India,10.0,UPI,63.0,Other
2022-12-05,Laptop,25316.0,,North,Hyderabad,UK,10.0,Credit Card,42.0,Male
2022-03-25,Smartwatch,19485.0,,South,Delhi,France,15.0,UPI,59.0,Male
2022-09-21,Camera,33066.0,42.0,South,Lucknow,UK,5.0,Credit Card,65.0,Female
2022-11-11,Monitor,58101.0,18.0,West,,Germany,15.0,Debit Card,40.0,Other
2022-06-21,Headphones,4652.0,45.0,,Delhi,France,0.0,UPI,45.0,Female
2022-09-26,Tablet,38206.0,11.0,South,Pune,UK,0.0,Net Banking,49.0,Other
2022-01-13,Phone,67667.0,32.0,South,Jaipur,France,20.0,,51.0,Male
2022-11-17,Camera,62885.0,17.0,West,Lucknow,Canada,15.0,Cash,,Other
2022-01-20,Smartwatch,24603.0,39.0,South,,Germany,10.0,UPI,65.0,Other
2022-08-05,Monitor,62771.0,35.0,South,Kolkata,India,10.0,Cash,44.0,Male
2022-05-16,,21441.0,25.0,West,Kolkata,France,20.0,,55.0,Other
2022-11-12,Monitor,76511.0,,East,,UK,0.0,UPI,47.0,Other
2022-02-23,Laptop,98681.0,1.0,North,Lucknow,Germany,20.0,Net Banking,64.0,Female
2022-07-26,Tablet,98825.0,24.0,West,Ahmedabad,France,0.0,Net Banking,23.0,Male
2022-04-22,Printer,51515.0,47.0,,Delhi,India,10.0,Cash,58.0,
2022-04-17,Phone,65885.0,39.0,East,Chennai,Germany,15.0,Credit Card,21.0,Other
2022-01-13,Mouse,68412.0,49.0,North,Chennai,USA,5.0,UPI,22.0,Other
2022-04-11,Monitor,97728.0,31.0,East,Hyderabad,UK,5.0,Debit Card,58.0,Female
